2024-01-18 03:01:08,877 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-01-18 03:01:08,916 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-01-18 03:01:08,917 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-01-18 03:01:08,918 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-01-18 03:01:08,938 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-01-18 03:01:08,939 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-01-18 03:01:08,939 INFO  SwAddin.cs: 201 - Setting up command manager
2024-01-18 03:01:08,940 INFO  SwAddin.cs: 204 - Adding command manager
2024-01-18 03:01:08,943 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-01-18 03:01:08,944 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-01-18 03:01:08,945 INFO  SwAddin.cs: 210 - Adding event handlers
2024-01-18 03:01:09,118 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-01-18 03:07:37,388 INFO  SwAddin.cs: 294 - Assembly export called for file arm_link.SLDASM
2024-01-18 03:07:37,392 INFO  SwAddin.cs: 299 - Save is required
2024-01-18 03:07:37,392 INFO  SwAddin.cs: 313 - Saving assembly
2024-01-18 03:07:37,742 INFO  SwAddin.cs: 316 - Opening property manager
2024-01-18 03:07:37,760 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arm_link.SLDASM
2024-01-18 03:07:37,791 INFO  ExportHelperExtension.cs: 1136 - Found 45 in arm_link.SLDASM
2024-01-18 03:07:37,792 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [CoordSys] in arm_link.SLDASM
2024-01-18 03:07:37,792 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-01-18 03:07:37,793 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2024-01-18 03:07:37,794 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_link-1
2024-01-18 03:07:37,794 INFO  ExportHelperExtension.cs: 1136 - Found 31 in base_link-1
2024-01-18 03:07:37,795 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_link-1
2024-01-18 03:07:37,795 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_2-1
2024-01-18 03:07:37,795 INFO  ExportHelperExtension.cs: 1136 - Found 29 in link_2-1
2024-01-18 03:07:37,796 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_2-1
2024-01-18 03:07:37,796 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper-1
2024-01-18 03:07:37,796 INFO  ExportHelperExtension.cs: 1136 - Found 31 in gripper-1
2024-01-18 03:07:37,797 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper-1
2024-01-18 03:07:37,797 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_1-1
2024-01-18 03:07:37,798 INFO  ExportHelperExtension.cs: 1136 - Found 29 in link_1-1
2024-01-18 03:07:37,798 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_1-1
2024-01-18 03:07:37,798 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from arm_link.SLDASM
2024-01-18 03:07:37,799 INFO  ExportHelperExtension.cs: 1136 - Found 45 in arm_link.SLDASM
2024-01-18 03:07:37,799 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in arm_link.SLDASM
2024-01-18 03:07:37,799 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-01-18 03:07:37,800 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2024-01-18 03:07:37,800 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base_link-1
2024-01-18 03:07:37,800 INFO  ExportHelperExtension.cs: 1136 - Found 31 in base_link-1
2024-01-18 03:07:37,801 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_link-1
2024-01-18 03:07:37,801 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link_2-1
2024-01-18 03:07:37,801 INFO  ExportHelperExtension.cs: 1136 - Found 29 in link_2-1
2024-01-18 03:07:37,802 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link_2-1
2024-01-18 03:07:37,802 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gripper-1
2024-01-18 03:07:37,802 INFO  ExportHelperExtension.cs: 1136 - Found 31 in gripper-1
2024-01-18 03:07:37,803 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gripper-1
2024-01-18 03:07:37,803 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link_1-1
2024-01-18 03:07:37,804 INFO  ExportHelperExtension.cs: 1136 - Found 29 in link_1-1
2024-01-18 03:07:37,804 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link_1-1
2024-01-18 03:07:38,078 INFO  SwAddin.cs: 339 - Loading config tree
2024-01-18 03:07:38,082 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-01-18 03:07:38,087 INFO  SwAddin.cs: 344 - Showing property manager
2024-01-18 03:07:44,417 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-01-18 03:07:49,699 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-01-18 03:08:05,394 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-01-18 03:08:07,532 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-01-18 03:08:11,062 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-01-18 03:08:15,496 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-01-18 03:08:32,157 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-01-18 03:08:33,754 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-01-18 03:08:36,824 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
